worker_id,sleep_at,wake_up_at,income_inequality,income_inequality_factor,husband_is_manly,wife_neglecting_duty,expensive_purchase,market_permission,clothing_purchase_permission,friends_neighborhood,alone_friends,public_transportation,consultation,market_permission_m,clothing_purchase_permission_m,friends_neighborhood_m,alone_friends_m,public_transportation_m,consultation_m,persuade_opinions,daily_activity
7079,9 घंटे: 30 मिनट,5 घंटे: 30 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह सहमत हूँ'],"['मैं न सहमत हूँ, न असहमत हूँ']",['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['कभी नहीं'],['कभी नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['हाँ'],"[{'daily_activity': ['आय अर्जित करने वाला काम/नौकरी'], 'activity_time': '8 घंटे: 30 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': ' घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '2 घंटे: 30 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': ' घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 30 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': ' घंटे: 30 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '3 घंटे: 30 मिनट'}, {'daily_activity': ['घर का काम (खाना बनाना, सफाई करना, पानी भरना, बुजुर्गों का ख्याल रखना इत्यादि)'], 'activity_time': '2 घंटे: 30 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 30 मिनट'}, {'daily_activity': ['आय अर्जित करने वाला काम/नौकरी'], 'activity_time': '3 घंटे: 30 मिनट'}, {'daily_activity': ['अपने व्यवसाय/व्यापार/दुकान पर काम'], 'activity_time': '3 घंटे: 30 मिनट'}]"
8034,10 घंटे: 00 मिनट,5 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['भ्रष्टाचार'],['मैं पूरी तरह असहमत हूँ'],['मैं कुछ हद तक असहमत हूँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['कभी नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '10 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}]"
9029,11 घंटे: 00 मिनट,06 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह असहमत हूँ'],['मैं पूरी तरह असहमत हूँ'],['हमेशा'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['नहीं'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['घर का काम (खाना बनाना, सफाई करना, पानी भरना, बुजुर्गों का ख्याल रखना इत्यादि)'], 'activity_time': '01 घंटे: 30 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '00 घंटे: 15 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '05 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '01 घंटे: 00 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '00 घंटे: 30 मिनट'}]"
9621,९ घंटे:  मिनट,६ घंटे:  मिनट,['मैं कुछ हद तक सहमत हूँ'],['भ्रष्टाचार'],['मैं कुछ हद तक सहमत हूँ'],['मैं कुछ हद तक सहमत हूँ'],['ज़्यादातर हाँ'],['हमेशा'],['हमेशा'],['हमेशा'],['हमेशा'],['हमेशा'],['कभी नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हमेशा'],['ज़्यादातर नहीं'],['हाँ'],"[{'daily_activity': ['अपने खेत पर काम'], 'activity_time': '३ घंटे:  मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': ' घंटे: ४० मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': ' घंटे: ४० मिनट'}]"
11656,6 घंटे: 30 मिनट,5 घंटे: 20 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं कुछ हद तक सहमत हूँ'],['मैं पूरी तरह सहमत हूँ'],['हमेशा'],['ज़्यादातर हाँ'],['हमेशा'],['ज़्यादातर नहीं'],['हमेशा'],['हमेशा'],['ज़्यादातर नहीं'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['हमेशा'],['कभी नहीं'],['हाँ'],"[{'daily_activity': ['घर का काम (खाना बनाना, सफाई करना, पानी भरना, बुजुर्गों का ख्याल रखना इत्यादि)'], 'activity_time': '3 घंटे: 10 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '4 घंटे: 10 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '3 घंटे: 05 मिनट'}, {'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '3 घंटे: 15 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '2 घंटे: 25 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 8 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 35 मिनट'}]"
11748,11 घंटे:  मिनट,7 घंटे:  मिनट,['मैं कुछ हद तक सहमत हूँ'],['भ्रष्टाचार'],['मैं पूरी तरह सहमत हूँ'],"['मैं न सहमत हूँ, न असहमत हूँ']",['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['हमेशा'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हमेशा'],['ज़्यादातर हाँ'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हमेशा'],['हाँ'],"[{'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '2 घंटे:  मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '4 घंटे:  मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': ' घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '2 घंटे:  मिनट'}]"
11757,12 घंटे:  मिनट,8 घंटे:  मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं कुछ हद तक सहमत हूँ'],['मैं पूरी तरह सहमत हूँ'],['ज़्यादातर हाँ'],['हमेशा'],['हमेशा'],['ज़्यादातर हाँ'],['हमेशा'],['हमेशा'],['हमेशा'],['हमेशा'],['हमेशा'],['हमेशा'],['ज़्यादातर हाँ'],['हमेशा'],['हमेशा'],['हाँ'],"[{'daily_activity': ['दोपहर का खाना'], 'activity_time': '2 घंटे:  मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '3 घंटे:  मिनट'}]"
11948, घंटे: 11 मिनट, घंटे: 7 मिनट,['मैं पूरी तरह असहमत हूँ'],['नौकरी के मौके की कमी'],['मैं पूरी तरह असहमत हूँ'],['मैं पूरी तरह असहमत हूँ'],['हाँ'],['नहीं'],['नहीं'],['हाँ'],['हाँ'],['हाँ'],['नहीं'],['हाँ'],['नहीं'],['हाँ'],['हाँ'],['हाँ'],['हाँ'],['नहीं'],"[{'daily_activity': ['घर के अंदर घरेलू काम (जैसे खाना बनाना, सफाई करना)'], 'activity_time': ' घंटे: 3 मिनट'}, {'daily_activity': ['बीमार या बुज़ुर्गों की देखभाल करना जैसे a) नहलाना b) कपड़े पहनाना c) स्कूल लाना d) खाना खिलाना e) होमवर्क में मदद करना f) बच्चों के साथ खेलना (सक्रिय रूप से)'], 'activity_time': ' घंटे: 1 मिनट'}, {'daily_activity': ['घर के बाहर घरेलू काम जैसे पानी इकट्ठा करना, जलाऊ लकड़ी इकट्ठा करना, किराने का सामान खरीदना, नदी किनारे कपड़े धोना'], 'activity_time': ' घंटे: 2 मिनट'}, {'daily_activity': ['आय अर्जित करने वाला काम (दैनिक/नियमित वेतन पर) जैसे वेतन वाली नौकरी, निर्माण कार्य'], 'activity_time': ' घंटे: 3 मिनट'}, {'daily_activity': ['खाना'], 'activity_time': '10 घंटे:  मिनट'}]"
12368,9 घंटे: 30 मिनट,5 घंटे:  मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं कुछ हद तक सहमत हूँ'],['मैं पूरी तरह सहमत हूँ'],['ज़्यादातर हाँ'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['हाँ'],"[{'daily_activity': ['अपने खेत पर काम'], 'activity_time': '2 घंटे:  मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': ' घंटे: 30 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '2 घंटे: 30 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': ' घंटे: 30 मिनट'}]"
17697,9 घंटे: 30 मिनट,5 घंटे: 45 मिनट,['मैं पूरी तरह सहमत हूँ'],"['जाति, धर्म या लिंग के आधार पर भेदभाव']",['मैं पूरी तरह सहमत हूँ'],"['मैं न सहमत हूँ, न असहमत हूँ']",['हमेशा'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हाँ'],"[{'daily_activity': ['रात का खाना'], 'activity_time': '0 घंटे: 45 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '2 घंटे: 30 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 45 मिनट'}]"
17941,9 घंटे: 30 मिनट,5 घंटे: 30 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह सहमत हूँ'],['मैं पूरी तरह सहमत हूँ'],['हमेशा'],['हमेशा'],['हमेशा'],['हमेशा'],['कभी नहीं'],['कभी नहीं'],['हमेशा'],['हमेशा'],['कभी नहीं'],['कभी नहीं'],['कभी नहीं'],['कभी नहीं'],['कभी नहीं'],['नहीं'],"[{'daily_activity': ['घर का काम (खाना बनाना, सफाई करना, पानी भरना, बुजुर्गों का ख्याल रखना इत्यादि)'], 'activity_time': '2 घंटे: 00 मिनट'}, {'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '1 घंटे: 30 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '30 घंटे: 00 मिनट'}, {'daily_activity': ['आय अर्जित करने वाला काम/नौकरी'], 'activity_time': '30 घंटे: 00 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '1 घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '2 घंटे: 30 मिनट'}, {'daily_activity': ['अपने व्यवसाय/व्यापार/दुकान पर काम'], 'activity_time': '1 घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '2 घंटे: 30 मिनट'}, {'daily_activity': ['अपने व्यवसाय/व्यापार/दुकान पर काम'], 'activity_time': '2 घंटे: 00 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 30 मिनट'}]"
19175,9 घंटे: 54 मिनट,6 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह सहमत हूँ'],['मैं कुछ हद तक सहमत हूँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हमेशा'],['हमेशा'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हमेशा'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हाँ'],"[{'daily_activity': ['दोपहर का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}]"
19190,10 घंटे: 30 मिनट,6 घंटे: 00 मिनट,['मैं कुछ हद तक सहमत हूँ'],['भ्रष्टाचार'],['मैं पूरी तरह असहमत हूँ'],['मैं पूरी तरह असहमत हूँ'],['हमेशा'],['कभी नहीं'],['कभी नहीं'],['हमेशा'],['कभी नहीं'],['हमेशा'],['कभी नहीं'],['कभी नहीं'],['कभी नहीं'],['हमेशा'],['हमेशा'],['हमेशा'],['कभी नहीं'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': ' घंटे: 45 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': ' घंटे: 20 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '2 घंटे:  मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 30 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': ' घंटे: 20 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': ' घंटे: 45 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '2 घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 30 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे:  मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': ' घंटे: 20 मिनट'}]"
20426,11 घंटे: 00 मिनट,6 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['नौकरी के मौके की कमी'],['मैं पूरी तरह सहमत हूँ'],['मैं पूरी तरह सहमत हूँ'],['हमेशा'],['कभी नहीं'],['ज़्यादातर हाँ'],['हमेशा'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['हमेशा'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '1 घंटे:  मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '1 घंटे:  मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '2 घंटे:  मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': ' घंटे: 30 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': ' घंटे: 20 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे:  मिनट'}]"
20484, घंटे: 9 मिनट,23 घंटे: 9 मिनट,['मैं पूरी तरह सहमत हूँ'],['नौकरी के मौके की कमी'],['मैं कुछ हद तक सहमत हूँ'],"['मैं न सहमत हूँ, न असहमत हूँ']",['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['हमेशा'],['ज़्यादातर नहीं'],['हमेशा'],['कभी नहीं'],['ज़्यादातर हाँ'],['हमेशा'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['कभी नहीं'],['ज़्यादातर हाँ'],['हाँ'],"[{'daily_activity': ['रात का खाना'], 'activity_time': '30 घंटे:  मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '30 घंटे: 2 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '3 घंटे: 2 मिनट'}]"
20493,30 घंटे: 10 मिनट,00 घंटे: 7 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह असहमत हूँ'],['मैं पूरी तरह असहमत हूँ'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '00 घंटे: 2 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '30 घंटे:  मिनट'}, {'daily_activity': ['आय अर्जित करने वाला काम/नौकरी'], 'activity_time': '00 घंटे: 7 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '30 घंटे:  मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': ' घंटे: 2 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': ' घंटे: 1 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': ' घंटे: 1 मिनट'}]"
21528,9 घंटे: 30 मिनट,6 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह असहमत हूँ'],['मैं पूरी तरह असहमत हूँ'],['हमेशा'],['कभी नहीं'],['कभी नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हमेशा'],['हमेशा'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': ' घंटे: 30 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': ' घंटे: 20 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '2 घंटे:  मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '3 घंटे:  मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': ' घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '2 घंटे:  मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '2 घंटे:  मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे:  मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': ' घंटे: 45 मिनट'}]"
22383,11 घंटे: 30 मिनट,6 घंटे: 30 मिनट,['मैं पूरी तरह सहमत हूँ'],['नौकरी के मौके की कमी'],['मैं कुछ हद तक सहमत हूँ'],['मैं पूरी तरह असहमत हूँ'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['कभी नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['नहीं'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '2 घंटे: 20 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': ' घंटे: 30 मिनट'}, {'daily_activity': ['आय अर्जित करने वाला काम/नौकरी'], 'activity_time': '5 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': ',  घंटे: 60 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '2 घंटे: 30 मिनट'}]"
24432,9 घंटे: 30 मिनट,5 घंटे: 30 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह सहमत हूँ'],['मैं पूरी तरह सहमत हूँ'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['कभी नहीं'],['हमेशा'],['हमेशा'],['कभी नहीं'],['ज़्यादातर नहीं'],['हमेशा'],['हमेशा'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['हाँ'],"[{'daily_activity': ['सुबह का नाश्ता'], 'activity_time': ' घंटे: 20 मिनट'}, {'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '1 घंटे: 20 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': ' घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '2 घंटे: 30  मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': ' घंटे: 30 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 10 मिनट'}]"
25528,10 घंटे:  मिनट,6 घंटे: 30 मिनट,['मैं कुछ हद तक सहमत हूँ'],"['जाति, धर्म या लिंग के आधार पर भेदभाव']",['मैं पूरी तरह असहमत हूँ'],['मैं पूरी तरह असहमत हूँ'],['हमेशा'],['कभी नहीं'],['कभी नहीं'],['हमेशा'],['हमेशा'],['हमेशा'],['कभी नहीं'],['कभी नहीं'],['कभी नहीं'],['हमेशा'],['हमेशा'],['हमेशा'],['कभी नहीं'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': ' घंटे: 50 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': ' घंटे: 20 मिनट'}, {'daily_activity': ['आय अर्जित करने वाला काम/नौकरी'], 'activity_time': '8 घंटे:  मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '2 घंटे:  मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': ' घंटे: 45 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': ' घंटे: 20 मिनट'}]"
26556,10 घंटे: 00 मिनट,5 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['शिक्षा की कमी'],['मैं पूरी तरह असहमत हूँ'],['मैं कुछ हद तक असहमत हूँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['कभी नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '8 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': '00 घंटे: 30 मिनट'}]"
26559,10 घंटे: 00 मिनट,5 घंटे: 00 मिनट,['मैं पूरी तरह सहमत हूँ'],['भ्रष्टाचार'],['मैं पूरी तरह असहमत हूँ'],['मैं कुछ हद तक असहमत हूँ'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['ज़्यादातर हाँ'],['कभी नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर नहीं'],['ज़्यादातर हाँ'],['हाँ'],"[{'daily_activity': ['तैयार होना/नहाना-धोना'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['सुबह का नाश्ता'], 'activity_time': '00 घंटे: 30 मिनट'}, {'daily_activity': ['अपने खेत पर काम'], 'activity_time': '10 घंटे: 00 मिनट'}, {'daily_activity': ['दोपहर का खाना'], 'activity_time': '00 घंटे: 20 मिनट'}, {'daily_activity': ['टीवी देखना/व्हाट्सऐप/फोन देखना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['आराम करना/परिवार के साथ समय बिताना'], 'activity_time': '1 घंटे: 00 मिनट'}, {'daily_activity': ['रात का खाना'], 'activity_time': '00 घंटे: 20 मिनट'}]"
